500 1268
111 193 19
111 275 31
112 258 29
112 438 37
112 468 15
112 491 18
113 219 75
113 385 61
113 409 96
113 456 94
113 481 40
114 123 75
114 156 5
114 225 10
114 303 34
114 347 48
114 485 70
115 198 34
115 219 6
115 357 14
115 368 67
115 387 95
115 404 12
115 432 74
116 117 11
116 118 52
116 129 53
116 468 55
116 491 61
117 327 54
117 371 81
117 398 46
118 227 94
118 450 41
118 492 29
118 494 54
119 287 78
119 456 72
120 191 42
120 306 82
120 400 89
121 173 43
121 186 7
121 239 86
121 292 13
121 347 69
121 437 67
122 253 65
122 255 73
122 318 9
122 379 54
122 436 47
123 215 42
123 386 32
123 434 62
124 136 81
124 225 67
124 370 58
125 142 47
125 221 98
125 308 27
125 367 57
126 148 15
126 299 8
126 498 36
127 300 85
127 441 31
128 235 80
129 355 27
129 495 49
130 311 40
131 265 96
131 411 18
131 466 96
132 173 6
132 217 5
132 308 99
132 329 95
132 379 99
133 225 56
133 254 14
133 255 8
134 274 26
134 327 92
134 359 27
134 491 76
135 149 75
135 251 36
136 170 49
136 270 17
136 291 81
136 364 15
136 382 50
136 412 5
137 142 37
137 172 83
137 318 43
137 448 61
138 151 68
138 175 66
138 217 26
138 312 84
138 336 63
138 396 78
138 410 69
138 439 78
138 461 5
139 148 1
139 344 78
139 372 93
140 148 16
140 354 27
140 431 2
141 174 42
141 180 16
141 282 64
141 306 46
141 339 47
141 394 28
141 396 53
141 426 46
141 446 57
142 344 27
143 175 13
143 258 39
143 273 77
143 319 9
143 469 72
144 156 77
144 161 73
144 169 25
144 237 14
144 239 9
144 464 7
146 147 8
146 243 74
146 264 61
146 458 1
147 281 15
147 451 71
148 267 4
149 246 32
149 270 25
149 327 10
150 188 24
150 258 49
151 251 42
151 373 15
152 178 16
152 190 91
152 242 43
152 467 87
153 313 18
153 462 61
154 175 7
154 309 17
155 214 64
155 368 39
156 294 15
157 161 97
157 279 91
157 341 18
157 367 86
158 177 60
158 402 9
159 328 20
159 333 68
159 348 47
159 440 97
159 447 18
160 161 61
160 269 86
161 216 64
161 341 88
162 216 8
162 368 52
162 445 69
162 451 99
163 164 13
163 201 53
163 315 98
164 172 64
164 245 68
164 299 15
164 391 53
164 413 23
164 419 67
164 445 1
165 214 50
165 221 6
165 318 37
165 319 69
165 453 61
166 186 39
166 187 66
166 236 18
166 293 72
166 376 51
167 298 94
167 374 59
167 402 53
168 219 72
168 234 95
168 456 70
168 465 64
169 200 80
169 234 59
169 236 59
169 313 74
169 324 56
169 399 93
169 497 18
170 185 14
170 253 6
170 311 53
170 335 32
170 470 64
171 303 26
172 256 69
172 382 40
172 425 85
173 217 6
173 259 62
173 264 73
173 307 50
173 376 54
173 434 36
173 494 35
174 199 22
174 291 20
174 415 20
174 428 69
174 464 27
174 488 18
175 470 73
175 484 39
176 199 26
177 179 36
177 488 50
177 493 34
178 329 80
179 236 89
179 410 64
179 445 86
179 488 61
180 201 61
180 308 97
181 341 89
181 377 22
181 444 2
182 213 49
182 282 16
182 296 76
182 323 2
182 360 38
182 413 59
182 456 64
182 468 25
183 492 25
184 185 32
184 421 62
185 300 60
185 314 23
186 419 78
186 460 77
187 243 14
187 430 37
187 447 92
187 467 41
188 210 97
188 265 90
188 284 72
188 332 13
188 462 45
188 463 38
189 288 42
190 321 70
190 398 89
190 473 99
191 192 29
191 244 6
191 268 100
191 306 82
191 320 14
191 326 80
191 406 45
191 436 73
191 461 30
191 493 21
192 470 67
192 473 38
192 481 65
192 485 71
192 497 93
193 259 41
193 267 79
193 285 16
194 226 82
194 244 83
194 319 77
194 344 95
194 451 71
195 387 20
196 288 42
196 374 2
196 421 25
197 343 95
197 376 80
197 441 75
198 274 86
198 298 57
199 222 75
199 239 4
199 259 96
199 272 92
199 341 68
199 448 86
199 476 37
200 262 80
200 325 51
200 347 16
200 422 37
200 456 57
201 306 82
201 430 24
202 205 87
202 292 47
202 351 49
203 232 11
203 278 42
204 225 64
204 330 96
204 389 10
205 217 71
205 320 65
205 321 20
206 315 21
206 438 76
207 238 56
207 266 32
207 287 78
207 333 58
207 419 68
208 232 51
208 295 27
208 324 27
208 360 3
208 385 57
209 250 69
209 274 98
209 355 98
209 455 17
209 481 43
210 320 26
210 406 49
211 222 35
211 281 71
211 284 21
212 299 94
212 362 43
212 423 19
213 253 9
213 321 80
213 425 47
213 474 10
214 361 13
214 376 25
214 400 77
215 276 86
215 448 41
215 497 92
216 268 60
216 383 21
216 491 20
218 283 15
219 282 41
219 293 20
219 387 82
220 272 27
220 388 61
220 402 21
220 462 61
220 468 8
221 299 66
221 382 75
221 393 33
221 491 7
222 240 21
222 360 74
223 326 99
223 378 72
223 396 28
223 447 32
224 351 2
224 459 43
225 284 55
225 482 78
226 406 60
227 278 33
227 416 92
228 259 10
228 401 36
229 410 59
229 426 66
229 449 70
229 472 54
229 481 33
229 483 35
230 344 96
230 451 82
231 311 48
231 315 15
231 347 9
231 379 41
231 397 19
232 249 100
232 292 87
232 299 21
232 310 11
232 488 74
233 413 89
233 494 1
234 399 64
234 430 6
234 464 60
234 489 38
235 332 68
235 416 66
235 484 53
236 253 94
236 447 78
236 469 66
236 496 92
237 312 15
237 414 30
238 260 100
238 358 88
238 361 74
238 397 100
239 367 19
239 429 16
239 472 100
240 311 2
240 378 94
240 479 28
240 486 20
241 314 50
241 355 89
241 396 33
241 424 34
241 434 68
241 485 5
241 486 89
242 275 93
242 421 34
243 283 38
243 412 76
243 453 83
243 487 68
244 419 73
244 463 1
245 341 1
245 473 16
246 481 1
247 264 60
247 306 52
248 253 92
248 293 5
248 314 100
248 360 35
248 377 81
249 261 47
249 380 77
249 409 77
250 381 19
251 269 44
251 273 21
251 283 82
251 437 2
251 456 8
252 253 46
252 257 77
252 359 35
254 364 85
254 407 74
256 421 10
258 345 47
258 450 17
258 452 99
258 476 73
258 491 53
259 326 22
259 346 30
259 405 72
259 441 88
259 449 99
260 495 63
261 288 26
261 329 39
261 342 75
261 485 43
262 335 21
262 417 49
262 467 37
263 400 18
264 269 1
264 377 50
264 399 69
264 440 4
264 477 94
264 499 24
265 276 93
265 396 83
268 345 23
269 326 46
269 374 51
270 300 67
270 331 92
270 416 33
270 462 14
271 312 95
271 467 88
272 475 100
272 481 53
273 480 20
274 282 49
274 314 40
274 412 36
275 314 38
275 348 38
276 380 60
277 294 1
277 385 49
277 437 87
278 338 66
278 411 66
279 283 38
279 314 50
279 460 40
279 465 71
279 498 20
280 281 8
280 476 4
281 317 89
281 331 94
281 414 81
282 291 76
282 300 40
282 423 83
282 463 38
283 390 96
283 448 36
284 422 15
284 439 54
285 318 41
285 474 65
286 332 97
287 332 46
287 358 55
287 380 55
287 428 4
289 382 22
290 341 31
290 393 81
290 409 57
290 453 78
290 480 88
291 439 55
292 296 32
292 374 83
293 323 63
293 336 70
293 431 33
293 480 69
294 467 34
294 484 24
295 306 84
295 313 38
295 379 55
295 460 27
295 469 23
297 352 28
298 337 63
298 384 16
298 472 25
299 365 69
299 393 78
299 499 40
300 480 75
301 480 37
302 322 24
302 394 59
303 336 14
303 472 9
304 372 61
304 432 45
304 444 91
305 441 80
306 317 72
306 318 11
307 474 67
308 489 34
309 447 9
309 472 36
310 318 37
310 369 50
311 399 19
311 413 54
312 412 8
313 378 45
313 387 3
313 459 54
314 316 53
314 465 2
315 392 99
316 474 10
316 493 93
317 325 70
317 350 93
317 369 56
317 388 29
317 488 59
318 371 36
319 333 83
319 490 26
320 375 99
321 328 9
321 448 63
322 374 50
322 376 72
323 392 81
323 410 24
323 463 35
324 344 64
324 361 7
324 485 68
324 499 5
325 360 9
325 361 22
327 406 97
327 448 46
327 482 21
329 377 79
329 386 11
329 402 49
329 425 64
329 433 61
329 443 67
329 445 95
329 492 44
330 375 92
330 433 30
331 495 13
333 446 87
334 373 89
336 393 80
336 463 100
337 368 61
339 453 58
341 343 74
341 421 82
341 483 40
342 375 88
342 388 62
343 486 34
345 360 10
347 360 28
348 406 95
349 377 38
350 411 22
350 467 22
350 470 52
350 488 34
351 428 8
352 448 40
352 470 23
353 441 63
353 451 1
354 449 86
355 394 88
355 480 47
356 433 8
358 409 95
358 432 72
359 379 16
360 363 31
360 371 90
361 380 94
361 421 65
363 405 61
364 462 20
366 450 18
367 372 79
367 410 40
367 494 39
369 430 21
369 433 13
369 436 28
371 379 32
372 390 19
372 457 9
374 483 4
374 495 19
375 459 76
378 416 28
378 483 77
379 381 36
379 413 55
379 466 99
380 432 19
380 434 9
380 449 89
381 399 6
381 420 53
381 474 79
381 498 98
382 492 84
383 483 55
384 433 33
385 482 25
386 437 28
386 440 88
388 440 33
389 409 3
389 461 27
392 393 58
392 415 56
392 457 56
393 403 61
393 498 11
395 454 58
396 408 63
396 450 44
396 454 5
397 408 18
397 462 82
397 486 82
398 421 25
400 406 7
402 442 86
402 456 12
403 474 29
406 441 95
406 460 57
407 486 95
408 458 6
408 465 34
408 485 14
409 470 18
410 430 81
410 442 91
410 466 45
411 424 1
411 442 49
411 485 60
413 425 78
415 488 49
416 428 5
416 456 83
417 435 40
418 488 11
420 497 85
421 429 21
425 494 44
428 461 48
429 446 21
429 452 45
429 492 77
430 433 65
431 476 71
435 494 81
436 446 11
439 461 70
439 468 59
440 470 55
440 473 87
446 476 59
447 467 85
448 467 91
450 475 79
455 471 9
457 486 74
461 463 37
462 495 81
462 499 90
463 483 70
465 475 81
467 478 54
470 485 12
473 474 52
475 490 94
489 492 52
