500 1267
374 496 25
378 429 21
378 469 57
379 392 70
379 438 89
382 443 9
383 398 76
385 395 83
385 434 64
386 463 23
387 461 76
388 478 55
389 400 93
389 461 88
390 456 1
397 459 11
397 460 90
398 413 35
398 470 46
398 477 32
399 453 7
399 478 12
400 460 35
403 457 94
403 485 9
406 446 33
407 472 43
408 454 69
408 476 85
409 483 28
409 489 81
409 495 59
411 415 32
412 416 12
412 436 53
412 463 32
416 454 27
418 481 22
419 439 62
419 477 57
420 487 12
420 495 66
421 462 75
422 447 76
422 467 17
422 472 93
423 439 73
423 463 27
426 489 12
432 449 22
436 465 71
437 457 36
438 467 41
438 498 19
439 471 36
439 483 35
442 446 67
444 446 66
444 465 39
444 490 23
446 457 59
447 460 84
448 483 40
449 459 2
454 466 30
455 493 68
464 487 37
465 482 100
468 485 66
472 498 71
473 490 45
479 494 33
482 483 67
483 487 55
485 498 86
